,Review,Sentiment
7590,Terrific gvry gd productREAD MORE,Positive
7591,Awesome Mavis 350 good but Coriyar not good every time ask moneyREAD MORE,Positive
7592,Good quality product Best badminton experience ever.READ MORE,Positive
7593,Highly recommended Its a proper professional shuttle and doesn't deviate much in the open area with the wind pressureREAD MORE,Positive
7594,Good I loved itREAD MORE,Positive
7595,Terrific Nice productREAD MORE,Positive
7596,"Worth every penny Shuttlecock quality is okay, lasts only for 2-3 games (doubles/21 point) after which it wobblesREAD MORE",Positive
7597,Good choice Thanks to Ekart boy.. good serviceREAD MORE,Positive
7598,Awesome Good product buy less than 650READ MORE,Positive
7599,Really Nice good priceREAD MORE,Positive
7600,Super! Nice product and the shuttles are superREAD MORE,Positive
7601,"Just okay Nice one, go for it.READ MORE",Positive
7602,Fair GoodREAD MORE,Positive
7603,Useless product SuperREAD MORE,Positive
7604,Fabulous! 90% okREAD MORE,Positive
7605,Fabulous! Delivered within one day . GoodREAD MORE,Positive
7606,Fabulous! The product is awesome and the delivery boy delivered the product on time and he was very nice person.READ MORE,Positive
7607,Mind-blowing purchase GoodREAD MORE,Positive
7608,Delightful Best price in all yonex suttleREAD MORE,Positive
7609,Yonex rocks GoodREAD MORE,Positive
7610,Mind-blowing purchase suits our group...READ MORE,Positive
7611,Good choice NiceREAD MORE,Neutral
7612,Best in the market! Not bad...READ MORE,Neutral
7613,Just okay I felt difference in shuttle quality comparing with offline store..I doubt product authenticity..READ MORE,Negative
7614,Good quality product NiceREAD MORE,Positive
7615,"Great product Genuine and good product, Best Service by FlipkartREAD MORE",Positive
7616,Really Nice Mst awom productREAD MORE,Positive
7617,Worth every penny Thanks.READ MORE,Positive
7618,Could be way better Nice one with affordable priceREAD MORE,Positive
7619,Awesome Good oneREAD MORE,Positive
7620,Only for professionals I am satisfied with ur serviceREAD MORE,Positive
7621,Very Good Best for professionalsREAD MORE,Positive
7622,Expected a better product GudREAD MORE,Positive
7623,Delightful AverageREAD MORE,Neutral
7624,Delightful GoodREAD MORE,Positive
7625,Worth the money Very good qualityREAD MORE,Positive
7626,Awesome It is good in qualityPerformance is goodBut life time is shortREAD MORE,Positive
7627,Just wow! Great suttle by yonexREAD MORE,Positive
7628,Wonderful Very bad productREAD MORE,Negative
7629,Brilliant Good quality product thanks for yonexREAD MORE,Positive
7630,Really Nice Its good for professionals.. for beginners it will have less life.. u can get it running only for 3 days..READ MORE,Neutral
7631,Must buy! As found as expectedREAD MORE,Positive
7632,Terrific Very good productREAD MORE,Positive
7633,Fair GoodREAD MORE,Positive
7634,Awesome GoodREAD MORE,Positive
7635,Useless product This is worth buying trust me!.READ MORE,Positive
7636,Excellent GoodREAD MORE,Positive
7637,Simply awesome Most durable productREAD MORE,Positive
7638,Best in the market! Good and delivered as mentionedREAD MORE,Positive
7639,Excellent Timely delivery and product as expectedREAD MORE,Positive
7640,Yonex Mavis 350 price is lower than other sellersbut it is slower than mavis 10 blue capREAD MORE,Positive
7641,Must buy! GoodREAD MORE,Positive
7642,Must buy! Good qualityREAD MORE,Positive
7643,Just wow! nice productREAD MORE,Neutral
7644,Good quality product Product is original & genuine. Simply super b.Thanks to flip kart.READ MORE,Positive
7645,"Just wow! Worst product delivery from flipkart, flipkart is not bothering about customers, it's simply delivering unsealed and used products.READ MORE",Negative
7646,shuttle awesome GoodREAD MORE,Positive
7647,Brilliant Nice product at lowest price..READ MORE,Positive
7648,Nice Super productREAD MORE,Positive
7649,Must buy! Good shuttles.READ MORE,Positive
7650,Worth the money excellent product at low price...genuine... Loved it...READ MORE,Positive
7651,Just wow! GudREAD MORE,Positive
7652,Highly recommended Fabulous productREAD MORE,Positive
7653,Moderate Best shuttles... Used for pro tournaments.... 1 shuttle can be used 2-3 days (rough use) intermediate playREAD MORE,Positive
7654,Great product Very niceREAD MORE,Positive
7655,Simply awesome Satisfied with the quality. Good product.READ MORE,Positive
7656,Must buy! nice and gud product no damage gudREAD MORE,Positive
7657,"Awesome 5star for flipkart delivery. Order placed at 7.30pm, shipped at 8pm, delivered next morning at 10am. #bangalore Thumbs. Up to their logistics. Product is originalREAD MORE",Positive
7658,Wonderful Very good quality was suppliedREAD MORE,Neutral
7659,Worth the money Excellent....READ MORE,Positive
7660,Value-for-money Nice one.. as quality concerns old dated manufacturingREAD MORE,Positive
7661,Great product Good quality shuttle. OriginalREAD MORE,Positive
7662,Classy product Original product good quality 👍READ MORE,Positive
7663,Terrible product packaging was very pathetic. the box containing the shuttle was deformed. proper packaging was required i guess.READ MORE,Negative
7664,Must buy! Gud productREAD MORE,Positive
7665,Highly recommended SuperbREAD MORE,Positive
7666,Simply awesome Very nice to playREAD MORE,Positive
7667,Did not meet expectations Very good product..READ MORE,Positive
7668,Really Nice Good one....READ MORE,Positive
7669,Highly recommended Good productREAD MORE,Positive
7670,Terrific Nice productREAD MORE,Positive
7671,"Good quality product The seller is good, the product was new. And delivery was also on time.READ MORE",Positive
7672,Decent product Good productREAD MORE,Positive
7673,Nice product NothingREAD MORE,Negative
7674,Brilliant GoodREAD MORE,Positive
7675,Delightful Very goodREAD MORE,Positive
7676,Worth every penny Good quality product!!!!READ MORE,Positive
7677,Good choice WasteREAD MORE,Negative
7678,Brilliant It's GoodREAD MORE,Positive
7679,Good quality product Good productREAD MORE,Positive
7680,Simply awesome FineREAD MORE,Positive
7681,Simply awesome Cork not goodREAD MORE,Positive
7682,Could be way better GoodREAD MORE,Neutral
7683,A+ NiceREAD MORE,Positive
7684,Terrific NiceREAD MORE,Positive
7685,Terrific BetterREAD MORE,Positive
7686,Really Nice Very niceREAD MORE,Positive
7687,Perfect product! Very good qualityREAD MORE,Positive
7688,Value-for-money It's awesomeREAD MORE,Positive
7689,Fair NiceREAD MORE,Positive
7690,Worth the money Good productREAD MORE,Positive
7691,Delightful Top classREAD MORE,Positive
7692,Simply awesome It is not good so very loseREAD MORE,Negative
7693,Worth every penny Good productREAD MORE,Positive
7694,Hated it! Good pankigREAD MORE,Positive
7695,Perfect product! Very goodREAD MORE,Positive
7696,Classy product Product is good. Improvement required in delivery time.READ MORE,Positive
7697,Best in the market! Thank you flipkart for my return and great shuttle to play in outdoorREAD MORE,Positive
7698,Terrific purchase Very niceREAD MORE,Positive
7699,Really Nice Shuttles speed is proper. Quality is not great. Two hours of play n the shuttle is totally in a devasted condition . Good but not great is the conclusion . Would I buy again is a question to think about.READ MORE,Neutral
7700,Worth the money Nice productREAD MORE,Positive
7701,Must buy! good productREAD MORE,Positive
7702,Must buy! GoodREAD MORE,Positive
7703,Fair Original Yonex shuttle. It's flight is good even after using for more than 10 games.READ MORE,Positive
7704,Highly recommended Too bad don't buyREAD MORE,Negative
7705,Nice product NYCREAD MORE,Positive
7706,Great product Good productREAD MORE,Positive
7707,Terrific purchase Good to purchaseREAD MORE,Positive
7708,Nila Asangbam GoodREAD MORE,Positive
7709,Very Good Good enough for the priceREAD MORE,Positive
7710,Nice GoodREAD MORE,Positive
7711,Good 1 for intermediate players Nice qualityREAD MORE,Positive
7712,Awesome Best for playing...slightly faster than feather shuttles...but gr8 than other nylon shuttles ...READ MORE,Positive
7713,Best in the market! Product is not up to the mark..shuttlecocks get tarn in few days itselfREAD MORE,Neutral
7714,Good AwesomeREAD MORE,Positive
7715,Highly recommended Product is very nice delivery is very badREAD MORE,Positive
7716,Delightful Best everREAD MORE,Positive
7717,"Moderate Arrived on time, good productREAD MORE",Positive
7718,Worst experience ever! ExcellentREAD MORE,Positive
7719,"Must buy! I think, it is perfect shuttle 4 beginners n regular practice.READ MORE",Negative
7720,Must buy! Very good productREAD MORE,Positive
7721,Decent product Nice productREAD MORE,Positive
7722,Wonderful Poor qualityREAD MORE,Positive
7723,Great product PerfectREAD MORE,Positive
7724,Simply awesome Original product. Great dealREAD MORE,Positive
7725,Highly recommended Stays long ..READ MORE,Positive
7726,Awesome Fast delevery. Item quality good.READ MORE,Positive
7727,Nice NiceREAD MORE,Positive
7728,Waste of money! So badREAD MORE,Positive
7729,Perfect product! ExcellentREAD MORE,Positive
7730,Don't waste your money Got it for <600Decent productREAD MORE,Positive
7731,Terrific purchase Good ProductREAD MORE,Neutral
7732,Moderate WorthREAD MORE,Positive
7733,Good choice Nice product...READ MORE,Positive
7734,Just wow! WastedREAD MORE,Positive
7735,Excellent Love it...READ MORE,Positive
7736,Brilliant Good productREAD MORE,Positive
7737,Value-for-money okREAD MORE,Neutral
7738,"Useless product Discounted items are really worst. All the shuttle got damaged from cork after 2-3 matches. This happened for all  4, who ordered in similar time. It must be priced around 500 /- for such a poor build quality. It must be recycled cork. Now a days retailer shops are also selling at same price 700/-, better to purchase from thereREAD MORE",Negative
7739,Slightly disappointed Super I buy this offer the price is good 640READ MORE,Positive
7740,Utterly Disappointed Low quality productREAD MORE,Negative
7741,Fabulous! Thanku flipkartREAD MORE,Positive
7742,"Not good Mavis 350 shuttles are excellent but if these comes in contact with dewa(water), these don't last for much time.READ MORE",Negative
7743,"Absolute rubbish! I am using from last 2 year for regular playing, best nylon shuttle..READ MORE",Positive
7744,Wonderful Great one....!!!!!READ MORE,Positive
7745,Awesome Very good productREAD MORE,Positive
7746,Value-for-money AwesomeREAD MORE,Positive
7747,"Nice product Good quality,delivered earlier than expected date...READ MORE",Positive
7748,Slightly disappointed Good product but late delivery...READ MORE,Negative
7749,Wonderful Worst don't buy.. all the corks are throttling..Delivering QA failed productsREAD MORE,Negative
7750,Best in the market! Thise product too oldREAD MORE,Negative
7751,"Classy product Though it is mentioned as Yonex, quality is poor.READ MORE",Positive
7752,"Simply awesome It was a horrible experience for me. First the seller sent a pack of white child playing shuttle of (may be ) ₹20 . That too this was packed in Mavis 350 cover. When contacted , Flipkart told dat, they had no idea why d seller did so despite d fact dat it was  'Flipkart ASSURED'. Anyway they promised to change& they changed it. RelievedREAD MORE",Negative
7753,Excellent Poor qualityREAD MORE,Negative
7754,Pretty good Good quality.READ MORE,Positive
7755,Wonderful Good Product!READ MORE,Positive
7756,Highly recommended GoodREAD MORE,Positive
7757,Simply awesome GreatREAD MORE,Positive
7758,Does the job very very poor qualityREAD MORE,Negative
7759,Worth every penny GoodREAD MORE,Positive
7760,"Perfect product! Good product and it, s good for out door courts  must buyREAD MORE",Positive
7761,Highly recommended Nice product. Worth for money. Low price.READ MORE,Positive
7762,Fair Awesome price.. Gud package and authentic productREAD MORE,Positive
7763,Brilliant Nice productREAD MORE,Positive
7764,Very Good good  product  ...READ MORE,Positive
7765,Wonderful SuperbREAD MORE,Positive
7766,Worthless Super quality....!READ MORE,Positive
7767,Worth the money Product is goodREAD MORE,Positive
7768,Must buy! Good productREAD MORE,Neutral
7769,Awesome Very gud 1READ MORE,Positive
7770,Best in the market! Delivered in right timeREAD MORE,Positive
7771,Worth the money Excellent priceREAD MORE,Positive
7772,Good 1 shuttle is almost going  for 10 doubles hard games.but little bit fast as compared to similar model from other vendors.READ MORE,Neutral
7773,Value-for-money Product is good.Service is very fast. Within 2 days I got my item. Thanks Flipkart.READ MORE,Positive
7774,Just okay Such a low quality product. This one is not original Mavis 350 as each cork has not lasted for even a single match. This seller has to be blacklisted by Flipkart.READ MORE,Negative
7775,Brilliant It is good and delivered on time but the shuttle doesn't last for even 4 days ...the sticker inside it got out the first day..READ MORE,Positive
7776,Terrific Poor qualityREAD MORE,Negative
7777,Good quality product awesome......READ MORE,Positive
