,Review Title,Up Votes,Down Votes,Month,Review text,Ratings,Year,Sentiment
8195,Value-for-money,0.0,0.0,Jun,GoodREAD MORE,4,2017,Positive
8196,Nice product,0.0,0.0,Jun,Only 2 seemed to be original. Rest all r not upto the mark. Disappointed.READ MORE,1,2017,Negative
8197,Pretty good,0.0,0.0,Jun,GoodREAD MORE,5,2017,Positive
8198,Terrific purchase,0.0,0.0,Jun,Good quality and she'll lifeREAD MORE,4,2017,Positive
8199,Terrific,0.0,0.0,Jun,Not so goodREAD MORE,2,2017,Negative
8200,Very Good,0.0,0.0,Jun,GoodREAD MORE,5,2017,Positive
8201,Nice product,0.0,0.0,Jun,Good ProductREAD MORE,5,2017,Positive
8202,Good choice,0.0,0.0,Jun,Baad qualityREAD MORE,1,2017,Negative
8203,Really Nice,0.0,0.0,Jun,"Packing not so good, product quality mediumREAD MORE",3,2017,Neutral
8204,Good,0.0,0.0,Jun,NiceREAD MORE,5,2017,Positive
8205,Don't waste your money,0.0,0.0,Jun,"Received the package in appropriate time in a nice package, Original product best quality.READ MORE",4,2017,Positive
8206,Just wow!,0.0,0.0,Jun,GoodREAD MORE,4,2017,Positive
8207,Best in the market!,0.0,0.0,Jun,mavis 350 is good for indoor play better go for itREAD MORE,5,2017,Positive
8208,Bad quality,0.0,0.0,May,Very good qualityREAD MORE,1,2017,Negative
8209,Terrific purchase,0.0,0.0,May,This badminton shuttle is very good . This quality is very nice.READ MORE,5,2017,Positive
8210,Wonderful,0.0,0.0,May,Nice product... fully satisfied...speed of shuttle is good.READ MORE,4,2017,Positive
8211,Perfect product!,0.0,0.0,May,Bought it for INR 525 during the big 10 sales. These are one of the best shuttle corks available and one would normally last for atleast 10 days with 2 hours of play a day.READ MORE,4,2017,Positive
8212,Just wow!,0.0,0.0,May,Good product..READ MORE,4,2017,Positive
8213,Terrible product,0.0,0.0,May,It's good shattleREAD MORE,4,2017,Positive
8214,Good choice,0.0,0.0,May,GoodREAD MORE,3,2017,Neutral
8215,Great for professional playing.,0.0,0.0,May,Shuttle was light as compare to the shop purchase. May be some duplicate in itREAD MORE,1,2017,Negative
8216,Just wow!,0.0,0.0,May,Good for indoor gameREAD MORE,5,2017,Positive
8217,Bad quality,0.0,0.0,May,"Good product,,READ MORE",5,2017,Positive
8218,Wonderful,0.0,0.0,May,Quality is not goodREAD MORE,2,2017,Negative
8219,Not good,0.0,0.0,May,Good productREAD MORE,5,2017,Positive
8220,Must buy!,0.0,0.0,May,Really goodREAD MORE,5,2017,Positive
8221,Really Nice,0.0,0.0,May,Awesome for training.READ MORE,5,2017,Positive
8222,original product,0.0,0.0,May,Best product for outdoor playREAD MORE,5,2017,Positive
8223,Good choice,0.0,0.0,May,I brought this product but it's waste of money they have given used product pl don't buy this productREAD MORE,1,2017,Negative
8224,Terrific,0.0,0.0,May,Packing can ve betterREAD MORE,4,2017,Positive
8225,Simply awesome,0.0,0.0,May,"Light weight shuttles, great for professional playing.READ MORE",5,2017,Positive
8226,Delightful,0.0,0.0,May,Gud one...READ MORE,5,2017,Positive
8227,Must buy!,0.0,1.0,May,Poor qualityREAD MORE,2,2017,Negative
8228,Brilliant,0.0,0.0,May,GrtREAD MORE,4,2017,Positive
8229,Nice,0.0,0.0,May,Nice stuttle..love itREAD MORE,2,2017,Negative
8230,Highly recommended,0.0,0.0,May,"NICE DELivered  PRODUCT WAS HIGH QUALITY, WHICH SHOWN IN CORTREAD MORE",5,2017,Positive
8231,Excellent,0.0,0.0,May,"Shuttles look genuine, but the packing is terrible. The box easily easily gets damaged and the shuttles inside get spoilt. They should opt for a better packing.READ MORE",4,2017,Positive
8232,Best in the market!,0.0,1.0,May,I got original Yonex malvis 350.thanks Flipkart but delivery slow.READ MORE,5,2017,Positive
8233,Excellent,0.0,0.0,May,GoodREAD MORE,4,2017,Positive
8234,Worth every penny,0.0,0.0,May,Best quality at best price👌READ MORE,5,2017,Positive
8235,Classy product,0.0,0.0,May,Good qualityREAD MORE,5,2017,Positive
8236,Worth the money,0.0,0.0,May,Quality is goodREAD MORE,4,2017,Positive
8237,Awesome,0.0,0.0,May,Nice product and reached on timeREAD MORE,5,2017,Positive
8238,Really Nice,0.0,0.0,May,Original product receivedREAD MORE,5,2017,Positive
8239,Decent product,0.0,0.0,May,A very nice product. It is very good for beginners.READ MORE,5,2017,Positive
8240,Superior,0.0,0.0,May,Best ones for practice. Lasts long too.READ MORE,5,2017,Positive
8241,Just wow!,0.0,0.0,May,GoodREAD MORE,5,2017,Positive
8242,Just wow!,0.0,0.0,May,It's more then expectedREAD MORE,5,2017,Positive
8243,Fabulous!,0.0,0.0,May,Top qualityFeel real playingREAD MORE,5,2017,Positive
8244,Good product,0.0,0.0,May,Good productREAD MORE,5,2017,Positive
8245,Expected a better product,0.0,0.0,May,very cheap priceREAD MORE,5,2017,Positive
8246,Good product,0.0,0.0,May,GoodREAD MORE,4,2017,Positive
8247,Worth the money,0.0,0.0,May,Nice and orignal productREAD MORE,5,2017,Positive
8248,Absolute rubbish!,0.0,0.0,May,It's  goodREAD MORE,4,2017,Positive
8249,Delightful,0.0,0.0,May,Very goodREAD MORE,5,2017,Positive
8250,Nice one,0.0,0.0,May,Nice durability..... Superior in indoor court.READ MORE,4,2017,Positive
8251,Terrific,0.0,0.0,May,DurableREAD MORE,5,2017,Positive
8252,Shuttle yonex,0.0,0.0,May,Good shuttles for warm climatic conditions...READ MORE,5,2017,Positive
8253,Mind-blowing purchase,0.0,0.0,May,Very goodREAD MORE,5,2017,Positive
8254,Just wow!,0.0,0.0,May,Very good packing and product. Liked itREAD MORE,5,2017,Positive
8255,Nice,0.0,1.0,May,"Though I got the product around rs 620 , it was not a good shuttle and broke off in a day's play with intermediate level of play. So in all the box  lasted for 10 days  or so.READ MORE",2,2017,Negative
8256,NICE,0.0,0.0,May,"Last long, worth buyingREAD MORE",5,2017,Positive
8257,Pretty good,0.0,0.0,May,best and cheap compared to other online site ...and quality is up to the mark....READ MORE,4,2017,Positive
8258,Just okay,0.0,0.0,May,Nice productREAD MORE,1,2017,Negative
8259,Really Nice,0.0,0.0,May,OriginalREAD MORE,4,2017,Positive
8260,Pretty good,0.0,0.0,May,Go for it if u r a beginner at badmintonREAD MORE,4,2017,Positive
8261,Satisfied,0.0,0.0,May,Very good shuttle by yonexREAD MORE,5,2017,Positive
8262,Value-for-money,0.0,0.0,May,Shuttle is v Gud at v nice price. V durableREAD MORE,5,2017,Positive
8264,Brilliant,0.0,0.0,May,Good productREAD MORE,5,2017,Positive
8265,osm,0.0,0.0,May,Good oneREAD MORE,5,2017,Positive
8266,Worth every penny,0.0,0.0,May,VERY GOOD QUALITYREAD MORE,5,2017,Positive
8267,Classy product,0.0,0.0,May,"Good , genuineREAD MORE",4,2017,Positive
8268,Worth every penny,0.0,0.0,May,Nice oneAdipolyyayin bro..READ MORE,3,2017,Neutral
8269,Nice,0.0,0.0,May,GoodREAD MORE,4,2017,Positive
8270,Delightful,0.0,0.0,May,SuperREAD MORE,4,2017,Positive
8271,Nice product,0.0,0.0,May,Good oneREAD MORE,5,2017,Positive
8272,Fabulous!,0.0,0.0,May,GoodREAD MORE,4,2017,Positive
8273,Very Nice,0.0,0.0,May,"It is very good shuttle.long lasting, balancing..READ MORE",5,2017,Positive
8274,Super!,0.0,0.0,May,Very good balance in the shuttle with less durable. But while playing it will give a great experienceREAD MORE,5,2017,Positive
8275,not that good,0.0,0.0,May,good for smash shotREAD MORE,5,2017,Positive
8276,Excellent,0.0,0.0,May,Just awsm delivery and very good productREAD MORE,5,2017,Positive
8277,Value-for-money,0.0,0.0,May,SuperbREAD MORE,5,2017,Positive
8278,Perfect product!,0.0,0.0,May,Good quality shuttle.... Enjoy playing....READ MORE,5,2017,Positive
8279,Fair,0.0,0.0,May,GoodBut price is high . I bought the same shuttle from this dealer in 685 rs. but price is surging.READ MORE,3,2017,Neutral
8280,Really Nice,0.0,0.0,May,Good product for indoorREAD MORE,4,2017,Positive
8281,Highly recommended,0.0,0.0,May,Lasts for long timeREAD MORE,4,2017,Positive
8282,Fast delivery... Product is as expected,0.0,0.0,May,Mavis 350 are much in demand now. Best shuttles for intermediate to semi pro players.READ MORE,5,2017,Positive
8283,Sorry,0.0,0.0,May,Best productREAD MORE,4,2017,Positive
8284,Value-for-money,0.0,0.0,May,Perfect for intermediate playersREAD MORE,5,2017,Positive
8285,Mind-blowing purchase,0.0,0.0,Apr,These are not of very good qualityREAD MORE,3,2017,Neutral
8286,Terrific,0.0,0.0,Apr,High quality product. Good for amateurs like me.READ MORE,5,2017,Positive
8287,Simply awesome,0.0,0.0,Apr,Two shuttles were defective stars for prompt deliveryREAD MORE,4,2017,Positive
8288,Durable product,0.0,0.0,Apr,GudREAD MORE,5,2017,Positive
8289,Good choice,0.0,0.0,Apr,Packaging was not properly done.READ MORE,3,2017,Neutral
8290,Classy product,0.0,0.0,Apr,GoodREAD MORE,4,2017,Positive
8291,Value-for-money,0.0,0.0,Apr,Product is very goodREAD MORE,5,2017,Positive
8292,Good choice,0.0,0.0,Apr,Received the barrel with seal. Happy with the product.READ MORE,4,2017,Positive
8293,Nice,0.0,0.0,Apr,Product is in not good enoughREAD MORE,2,2017,Negative
8294,Delightful,0.0,0.0,Apr,GoodREAD MORE,4,2017,Positive
8295,Simply awesome,0.0,0.0,Apr,worst product in online purchase please consider my review..READ MORE,1,2017,Negative
8296,Really Nice,0.0,0.0,Apr,Best for indoor playing.READ MORE,5,2017,Positive
8297,Waste of money!,0.0,0.0,Apr,Very good one Nd v r hppy with this product Actly v r vry dbtfl with the online shoping nd allBt ma frnds all r hpy with this Tnk u filpkart .....READ MORE,5,2017,Positive
8298,Classy product,0.0,0.0,Apr,"Hello Friends,I would like to tell you that I play the badminton on a regular basis with my friends and this shuttle is our first choice because, as we practised daily 1-2 hours this shuttle last 4-6 days. Also, Most of the time it damages from a crown / fur area rather than cork. A good product for beginners.READ MORE",4,2017,Positive
8299,Highly recommended,0.0,0.0,Apr,"Good, find no issue,READ MORE",4,2017,Positive
8300,Delightful,0.0,0.0,Apr,"There was a small delay in delivery, however product is good...READ MORE",5,2017,Positive
8301,Good quality product,0.0,0.0,Apr,GoodREAD MORE,4,2017,Positive
8302,Fabulous!,0.0,0.0,Apr,Fully satisfied.....READ MORE,4,2017,Positive
8303,Mind-blowing purchase,0.0,0.0,Apr,Good product which I received Mavis 350 .READ MORE,3,2017,Neutral
8304,Value-for-money,0.0,0.0,Apr,Very Good product but packing is not goodREAD MORE,4,2017,Positive
8305,Fabulous!,0.0,0.0,Apr,Nice projectREAD MORE,5,2017,Positive
8306,Very Good,0.0,0.0,Apr,Good productREAD MORE,4,2017,Positive
8307,Terrific purchase,0.0,0.0,Apr,Poor qualityREAD MORE,1,2017,Negative
8308,Terrific,0.0,0.0,Apr,Best shuttle you can get for playing both outdoors and indoors.READ MORE,5,2017,Positive
8309,Good choice,0.0,0.0,Apr,very nice shuttleREAD MORE,5,2017,Positive
8310,Buy it,0.0,0.0,Apr,Good itemREAD MORE,4,2017,Positive
8311,Brilliant,0.0,0.0,Apr,GoodREAD MORE,4,2017,Positive
8312,Super!,0.0,0.0,Apr,Ya its v gudREAD MORE,5,2017,Positive
8313,Awesome,0.0,0.0,Apr,Superb quality as aspected... 👍READ MORE,5,2017,Positive
8314,Worth the money,0.0,0.0,Apr,Value for moneyREAD MORE,4,2017,Positive
8315,Thanks,0.0,0.0,Apr,As I m a beginner it is excellent but will not do for professionals as it is slow for them. Otherwise a classy product for beginners like meREAD MORE,5,2017,Positive
8316,Highly recommended,0.0,0.0,Apr,BestREAD MORE,4,2017,Positive
8317,Good quality product,0.0,0.0,Apr,Best product thanksREAD MORE,5,2017,Positive
8318,Terrific,0.0,0.0,Apr,Nice oneREAD MORE,5,2017,Positive
8319,Good quality product,0.0,0.0,Apr,Very good productREAD MORE,4,2017,Positive
8320,Simply awesome,0.0,0.0,Apr,Good qualityREAD MORE,5,2017,Positive
8323,Wonderful,0.0,0.0,Apr,Good and reasonable offersREAD MORE,5,2017,Positive
8324,Must buy!,0.0,0.0,Apr,GoodREAD MORE,4,2017,Positive
8325,Terrific purchase,0.0,0.0,Apr,Thanks for your team for timely deliveryREAD MORE,5,2017,Positive
8326,Hated it!,0.0,0.0,Apr,Very niceREAD MORE,5,2017,Positive
8327,Worth every penny,0.0,0.0,Apr,"Hi Everyone, I am using this shuttle and it is worth to buy if you play in indoor court then you can buy it.READ MORE",4,2017,Positive
8328,Horrible,0.0,1.0,Apr,Best BuyREAD MORE,5,2017,Positive
8329,Simply awesome,0.0,0.0,Apr,It was nice experienceREAD MORE,4,2017,Positive
8330,Excellent,0.0,0.0,Apr,Great product at this priceCan i get this offer againREAD MORE,5,2017,Positive
8331,Waste of money!,0.0,0.0,Apr,Price offer goodREAD MORE,4,2017,Positive
8332,Terrific,0.0,0.0,Apr,"Get good corks as usual.thank u flipkart.lov it so much.""READ MORE",5,2017,Positive
8334,Best in the market!,0.0,0.0,Apr,Nice product and worthble priceREAD MORE,5,2017,Positive
8335,Great product,0.0,0.0,Mar,Very good product..READ MORE,5,2017,Positive
8336,Wonderful,0.0,0.0,Mar,Third quality.READ MORE,1,2017,Negative
8337,Best in the market!,0.0,0.0,Mar,This is and amazing and outstanding offer dont miss itREAD MORE,5,2017,Positive
8338,Terrific purchase,0.0,0.0,Mar,"Bad item , no weight unsutable for outdooeREAD MORE",1,2017,Negative
8339,Value-for-money,0.0,0.0,Mar,very niceREAD MORE,5,2017,Positive
8340,Just okay,0.0,0.0,Mar,Really worth buying. Go ahead and buy. Game onREAD MORE,5,2017,Positive
8341,Mind-blowing purchase,0.0,0.0,Mar,BadREAD MORE,1,2017,Negative
8342,Wonderful,0.0,0.0,Mar,Gud oneREAD MORE,5,2017,Positive
8344,Moderate,0.0,0.0,Mar,niceREAD MORE,5,2017,Positive
8345,Vj,0.0,0.0,Mar,"100% original product, worth buyingREAD MORE",5,2017,Positive
8346,Great product,0.0,0.0,Mar,Good shape and good qualityREAD MORE,4,2017,Positive
8347,Just wow!,0.0,0.0,Mar,AwsomeREAD MORE,5,2017,Positive
8349,Value-for-money,0.0,0.0,Mar,I got nice piecesREAD MORE,4,2017,Positive
8350,Wonderful,0.0,0.0,Mar,GoodREAD MORE,3,2017,Neutral
8351,Average,0.0,0.0,Mar,Best productREAD MORE,5,2017,Positive
8352,Good quality product,0.0,0.0,Mar,ExcellentREAD MORE,5,2017,Positive
8353,Excellent,0.0,0.0,Mar,Today i am totally hearted by delivery boy of his rudely behaviour:-(During delivery timeREAD MORE,1,2017,Negative
8354,Not good,0.0,1.0,Mar,This is an average quality product.READ MORE,2,2017,Negative
8355,good and the best one for daily use,0.0,0.0,Mar,Item seal already openedREAD MORE,2,2017,Negative
8356,Wonderful,0.0,0.0,Mar,Very goodREAD MORE,5,2017,Positive
8357,Value-for-money,0.0,0.0,Mar,Nice product but delivery services very poorREAD MORE,3,2017,Neutral
8358,Perfect product!,0.0,0.0,Mar,Nice shuttle. Good for outdoor games.READ MORE,5,2017,Positive
8359,Delightful,0.0,0.0,Mar,GoodREAD MORE,4,2017,Positive
8360,Nice product,0.0,0.0,Mar,Nice shuttleREAD MORE,5,2017,Positive
8361,Really Nice,0.0,0.0,Mar,Not badREAD MORE,3,2017,Neutral
8362,Hated it!,0.0,0.0,Mar,Awesome productREAD MORE,4,2017,Positive
8363,Above-average product,0.0,0.0,Mar,Good \m/READ MORE,5,2017,Positive
8365,Super!,0.0,0.0,Mar,Got the product package perfectly. The seal was not broken. played  for the day . Best in classREAD MORE,5,2017,Positive
8366,Highly recommended,0.0,0.0,Mar,ThnxREAD MORE,4,2017,Positive
8367,Terrific,0.0,0.0,Mar,NiceREAD MORE,4,2017,Positive
8368,Fabulous!,0.0,0.0,Mar,Best product ever seenREAD MORE,5,2017,Positive
8370,Fabulous!,0.0,0.0,Mar,super prductREAD MORE,4,2017,Positive
8371,Terrific,0.0,0.0,Mar,Good ProductREAD MORE,4,2017,Positive
8373,Nice product,0.0,0.0,Mar,Not goodREAD MORE,3,2017,Neutral
8374,Brilliant,0.0,0.0,Mar,In my location at direct sport showrooms i bought it for just Rs.630. Online business is too much trickyREAD MORE,1,2017,Negative
8375,Worth every penny,0.0,0.0,Mar,Product is okay  but its cheaper if you buy offlineREAD MORE,5,2017,Positive
8376,Really Nice,0.0,0.0,Mar,Packing quality very...poor...but product is genuineREAD MORE,2,2017,Negative
8377,Terrific purchase,0.0,0.0,Mar,Just okay Simply go for it.READ MORE,5,2017,Positive
8378,Worth the money,0.0,0.0,Mar,"The shuttle was brand new,the packing was very good,delhivery delivered on time,the shuutle was exelent for indoorREAD MORE",5,2017,Positive
8379,Worth the money,0.0,0.0,Mar,I am very happy with your productsREAD MORE,5,2017,Positive
8380,Just wow!,0.0,0.0,Mar,ThanksREAD MORE,2,2017,Negative
8382,Brilliant,0.0,0.0,Feb,Nice shuttle from yonex and got it on a reasonable price. Thanks FlipkartREAD MORE,5,2017,Positive
8383,Wonderful,0.0,0.0,Feb,Good & durableREAD MORE,4,2017,Positive
8384,Decent product,0.0,0.0,Feb,The product is good for players.READ MORE,5,2017,Positive
8385,Just wow!,0.0,0.0,Feb,NiceREAD MORE,5,2017,Positive
8386,Wonderful,0.0,0.0,Feb,Good for daily player..READ MORE,4,2017,Positive
8387,Delightful,0.0,0.0,Feb,good oneREAD MORE,5,2017,Positive
8388,Awesome,0.0,0.0,Feb,Very gud quality productREAD MORE,4,2017,Positive
8389,Super!,0.0,0.0,Feb,Nice productREAD MORE,4,2017,Positive
8390,Nice,0.0,0.0,Feb,"I paid 700, it's worth paying that money for it.READ MORE",5,2017,Positive
8391,Finally an original version,0.0,0.0,Feb,NiceREAD MORE,5,2017,Positive
8392,Good,0.0,0.0,Feb,Good quality.READ MORE,5,2017,Positive
8393,Must buy!,0.0,0.0,Feb,Purchased it at rs.730 expected some more discount...But quality is good...Original product from Flipkart!!!READ MORE,5,2017,Positive
8394,Wonderful,0.0,1.0,Jan,good productREAD MORE,3,2017,Neutral
8395,Really Nice,0.0,0.0,Jan,okREAD MORE,5,2017,Positive
8396,Nice product and even better service by FK,0.0,0.0,Jan,Genuine product & perfect delivery time.READ MORE,4,2017,Positive
8397,Best in the market!,0.0,0.0,Jan,"Supb, I am really happy to buy this shuttle. It's very good quality product. Don't think go ahead.READ MORE",4,2017,Positive
8398,Mind-blowing purchase,0.0,0.0,Jan,Very nice ExcellentREAD MORE,5,2017,Positive
8400,Super!,0.0,0.0,Jan,One shuttle is not properly .READ MORE,3,2017,Neutral
8401,Expected a better product,0.0,0.0,Jan,Received a very good set. Ideal flight.READ MORE,5,2017,Positive
8402,Nice and sober,0.0,0.0,Jan,Overall quality of the product & price is justified.READ MORE,3,2017,Neutral
8403,Brilliant,0.0,0.0,Jan,GoodREAD MORE,5,2017,Positive
8404,Pretty good,0.0,0.0,Jan,Yonex mavis 350 is very strong Excellent shuttlesREAD MORE,4,2017,Positive
8405,Nice,0.0,0.0,Jan,GoodREAD MORE,4,2017,Positive
8406,Nice product,0.0,0.0,Jan,Product is good and got the best price on FK.READ MORE,5,2017,Positive
8407,Worth the money,0.0,0.0,Jan,Yonex Mac is 350 is a best quality productsREAD MORE,5,2017,Positive
8408,Terrific purchase,0.0,0.0,Dec,Its really fabREAD MORE,5,2016,Positive
8409,Fair,0.0,0.0,Dec,These are great for playing outside. They are durable and don't break easy. Very good weight for ameture player's.READ MORE,4,2016,Positive
8410,Perfect product!,0.0,0.0,Dec,Best practice shuttlesCork back ensures you the feel of shuttles and is durable(best for 4 long matches)READ MORE,5,2016,Positive
8411,Awesome,0.0,0.0,Nov,Not good product. Bad qualityREAD MORE,2,2016,Negative
8412,Simply awesome,0.0,0.0,Nov,Nice shuttle and quality.. Medium  pace shuttle.READ MORE,4,2016,Positive
8414,Highly recommended,0.0,0.0,Nov,GoodREAD MORE,4,2016,Positive
8415,Just wow!,0.0,0.0,Nov,Good productREAD MORE,3,2016,Neutral
8416,Just wow!,0.0,0.0,Nov,Nice one.READ MORE,4,2016,Positive
8417,Just wow!,0.0,0.0,Oct,Good product......READ MORE,4,2016,Positive
8418,Pretty good,0.0,0.0,Oct,Good shuttleREAD MORE,5,2016,Positive
8419,Nice,0.0,0.0,Oct,Shipping should be freeREAD MORE,3,2016,Neutral
8420,Wonderful,0.0,0.0,Oct,Product is very good in quality.READ MORE,5,2016,Positive
8421,Just wow!,0.0,0.0,Oct,awesome deal at awesome price...love itREAD MORE,5,2016,Positive
8422,Classy product,0.0,0.0,Oct,Good product in right app......READ MORE,5,2016,Positive
8423,Average Quality,0.0,0.0,Oct,goodREAD MORE,4,2016,Positive
8424,Simply awesome,0.0,0.0,Oct,Very good and original product.READ MORE,5,2016,Positive
8425,Awesome,0.0,0.0,Oct,Nice product yonex never let me down the best company according to meREAD MORE,5,2016,Positive
8430,Unsatisfactory,1.0,0.0,Oct,good oneREAD MORE,5,2017,Positive
8431,Wonderful,1.0,0.0,Oct,Genuine product at a reasonable price which is good to see these daysREAD MORE,5,2017,Positive
8432,Product Order Get Cancelled,1.0,0.0,Mar,Nice product I liked it a lot ........The price is worth....READ MORE,5,2017,Positive
